relevance,venue,year,facets,relation,confidence,prerank_rank,cited_by_count,oa_url,title,authors,why,key
core,DEON,2006,bounded-deontics|fm-in-law,prior-art,high,418,19,https://dspace.library.uu.nl/handle/1874/19972,"Strategic Deontic Temporal Logic as a Reduction to ATL, with an Application to Chisholm&apos;s Scenario",Jan M. Broersen,Strategic deontic temporal logic reduced to ATL; directly resolves Chisholm's contrary-to-duty paradox.,conf/deon/Broersen06
core,ICAIL,1993,bounded-deontics,prior-art,high,419,8,,Violation of Norms,Tina Smith,"Analysis of Chisholm's paradox: violability vs defeasibility, factual vs deontic detachment",conf/icail/Smith93
core,JURIX,2015,bounded-deontics,method-to-borrow,high,420,1,,Extracting Hohfeldian Relations from Text,Wim Peters; Adam Z. Wyner,Semi-automatic extraction of Hohfeldian Duty relations from legal text (GATE-based),conf/jurix/PetersW15
core,JURIX,2016,intro|determinacy-frontier,prior-art,high,421,1,,Perspectives on the Formal Representation of the Interpretation of Norms,Robert van Doesburg; Tom M. van Engers,"FLINT frame-based language for formal interpretation of norms, traceable to normative sources",conf/jurix/DoesburgE16
core,ICAIL,2009,determinacy-frontier|intro,prior-art,high,422,0,,Using critical questions to disambiguate and formalize statutory provisions,Matthias Grabmair; Kevin D. Ashley,Process model using critical questions to disambiguate statutory provisions before formalization into logic,conf/icail/GrabmairA09
core,ICAIL,2023,intro,prior-art,high,423,0,https://dl.acm.org/doi/pdf/10.1145/3594536.3595160,On Normative Arrows and Comparing Tax Automation Systems,Paulus N. Meessen,"Compares tax/benefits DSLs Catala and Regelspraak, directly analogous to L4's design space",conf/icail/Meessen23
core,ICAIL,2001,intro,prior-art,high,427,51,,Power: Using UML/OCL for modelling legislation - an application report,Tom M. van Engers,POWER project: UML/OCL modeling of tax legislation with automatic code generation for DTCA,conf/icail/Engers01
core,ICAIL,2003,intro|fm-in-law,prior-art,high,428,84,,Logic-Based Regulation Compliance-Assistance,Shawn Kerrigan; Kincho H. Law,First-order predicate-calculus regulation compliance-assistance system (environmental regulations),conf/icail/KerriganL03
core,ICAIL,1991,intro,prior-art,high,429,2,https://dl.acm.org/doi/pdf/10.1145/112646.112659,Knowledge-Based Approaches to Government Benefits Analysis,Marc Lauritsen,"Knowledge-based modeling of government benefits rules, analogous to rules-as-code benefits domain",conf/icail/Lauritsen91
core,JURIX,2015,determinacy-frontier,prior-art,high,432,13,http://ruj.uj.edu.pl/xmlui/handle/item/23449,Comprehensive Framework Embracing the Complexity of Statutory Interpretation,Michal Araszkiewicz; Tomasz Zurek,Comprehensive framework representing the complexity of statutory interpretation,conf/jurix/AraszkiewiczZ15
core,DEON,2012,bounded-deontics,prior-art,high,433,8,https://orbilu.uni.lu/handle/10993/26116,Temporal Deontic Logic for the Generalised Chisholm Set of Contrary to Duty Obligations,Dov M. Gabbay,Temporal deontic logic (TSDL) resolving generalised Chisholm contrary-to-duty set paradoxes; core CTD contribution.,conf/deon/Gabbay12
core,JURIX,2024,fm-in-law|bounded-deontics,prior-art,high,437,0,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241260,On Conflicts and Satisfiability in Metric Timed Normative Logics,Karam Younes Kharraz; Gerardo Schneider; Martin Leucker,"SMT-based satisfiability procedure for a timed normative logic, characterizing normative conflicts",conf/jurix/KharrazSL24
core,JURIX,2024,intro|fm-in-law,prior-art,high,438,0,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241237,Draft Better Contracts,Cosimo Laneve; Alessandro Parenti; Giovanni Sartor,Detects incompatible clauses in Stipula (computable legal contract DSL) using real case-law patterns,conf/jurix/LanevePS24
core,JURIX,2025,bounded-deontics|intro,prior-art,high,439,0,https://doi.org/10.3233/faia251577,Contrary-to-Duty Rights: From Hohfeld to Agreement Revision,Huimin Dong; Leendert van der Torre; Liuwen Yu,"Rights-first contrary-to-duty model with dynamic-logic specs, executed over Hohfeldian bundles; agentic-AI reasoning",conf/jurix/DongTY25
core,ICAIL,1995,bounded-deontics,prior-art,high,442,23,https://dl.acm.org/doi/pdf/10.1145/222092.222241,Solving Normative Conflicts by Merging Roles,Laurence Cholvy; Frédéric Cuppens,Deontic conflict resolution via role priority merging,conf/icail/CholvyC95
core,ICAIL,1995,cnl|intro,prior-art,med,452,15,https://dl.acm.org/doi/pdf/10.1145/222092.222202,Automated Legislative Drafting: Generating Paraphrases of Legislation,Radboud Winkels; Nienke den Haan,Generates NL paraphrases from deep-structure legislative representations,conf/icail/WinkelsH95
core,DEON,2008,bounded-deontics|fm-in-law,prior-art,med,458,15,,A Tableaux System for Deontic Action Logic,Pablo F. Castro; T. S. E. Maibaum,Sound/complete tableaux proof system for deontic action logic used in fault-tolerance reasoning.,conf/deon/CastroM08
core,DEON,2004,fm-in-law,prior-art,med,460,17,,Social Laws in Alternating Time,Michael J. Wooldridge,Frames social-law effectiveness/synthesis as ATL model-checking problems; precedent for verification-as-bug-finding.,conf/deon/Wooldridge04
core,DEON,2012,bounded-deontics,method-to-borrow,high,461,13,,An Embedding of Input-Output Logic in Deontic Logic Programs,Ricardo Gonçalves; José Júlio Alferes,Embeds input-output logic (conditional norms) in answer-set deontic logic programs; computational norm implementation.,conf/deon/GoncalvesA12
core,ICAIL,1989,intro,prior-art,high,465,36,https://dl.acm.org/doi/pdf/10.1145/74014.74016,The Treatment of Negation in Logic Programs for Representing Legislation,Robert A. Kowalski,"Kowalski's logic-program representation of legislation, negation-as-failure",conf/icail/Kowalski89
core,ICAIL,2015,determinacy-frontier,prior-art,high,471,1,http://ruj.uj.edu.pl/xmlui/handle/item/13412,Incorporation of complex doctrinal theories in a model of statutory interpretation: an example of adequate causal link,Michal Araszkiewicz,Semi-formal model of statutory interpretation doctrine (causation),conf/icail/Araszkiewicz15
core,ICAIL,2019,bounded-deontics|fm-in-law,prior-art,low,474,7,,NAI: The Normative Reasoner,Tomer Libal; Alexander Steen,Title 'Normative Reasoner' tool; no abstract available,conf/icail/LibalS19
core,ICAIL,2021,fm-in-law|intro,prior-art,high,480,1,,Modelling legal procedures,Antonino Rotolo; Clara Smith,"Models legal procedures via PDL, treating claims/resolutions as programs",conf/icail/RotoloS21
core,DEON,2004,bounded-deontics,prior-art,high,481,44,,A Proposal for Dealing with Deontic Dilemmas,Lou Goble,Modifies standard deontic logic to accommodate deontic dilemmas without explosion or inconsistency.,conf/deon/Goble04
core,DEON,2006,bounded-deontics,prior-art,med,484,26,http://link.springer.com/chapter/10.1007/11786849_5,A Logical Architecture of a Normative System,Guido Boella; Leendert W. N. van der Torre,"Logical architecture combining counts-as, institutional constraints, obligations and permissions.",conf/deon/BoellaT06
core,JURIX,2017,bounded-deontics,prior-art,high,491,1,https://doi.org/10.3233/978-1-61499-838-9-49,Temporalised Belief Revision in the Law,Luciano H. Tamargo; Diego C. Martínez; Antonino Rotolo; Guido Governatori,Temporalised belief revision for legal rules amid contradictory norms,conf/jurix/TamargoMRG17
core,JURIX,2023,determinacy-frontier,prior-art,high,492,1,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230952,Conceptual Structures in Statutory Interpretation,Michal Araszkiewicz,Conceptual-structure framework for statutory-interpretation heuresis,conf/jurix/Araszkiewicz23
core,JURIX,2022,fm-in-law|bounded-deontics,prior-art,med,496,6,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA220479,Can a Military Autonomous Device Follow International Humanitarian Law?,Tomasz Zurek; Mostafa Mohajeriparizi; Jonathan Kwik; Tom M. van Engers,Formal model + experimental verification of IHL compliance for autonomous device,conf/jurix/ZurekMKE22
core,DEON,1996,bounded-deontics,prior-art,med,502,56,https://ris.utwente.nl/ws/files/6139830/dignum96modal.pdf,"A Modal Approach to Intentions, Commitments and Obligations: Intention plus Commitment Yields Obligation",Frank Dignum; John-Jules Ch. Meyer; Roel J. Wieringa; Ruurd Kuiper,Modal framework deriving obligation from intention plus commitment; agent-theoretic normative reasoning.,conf/deon/DignumMWK96
core,DEON,2004,bounded-deontics,prior-art,med,504,12,,Delegation in a Role-Based Organization,Olga Pacheco; Filipe Santos,Deontic/action modal logic for role-based delegation in organizations; institutional-role normative structure.,conf/deon/PachecoS04
core,ICAIL,1987,intro,prior-art,high,505,41,,A Prolog Model of the Income Tax Act of Canada,D. M. Sherman,"Prolog-based computational model of Canada's Income Tax Act, rules-as-code",conf/icail/Sherman87
core,ICAIL,2003,intro|determinacy-frontier,prior-art,med,508,7,,Improving Legal Quality - an application report,Tom M. van Engers; Margherita R. Boekenoogen,"POWER method translating legislation into processes/programs, detects anomalies",conf/icail/EngersB03
core,JURIX,2016,intro,prior-art,high,513,0,,Describing Legal Policies as Story Tropes in Normative Systems,Matthew Thompson; Julian A. Padget; Ken Satoh,TropICAL DSL for legal policies compiled to executable ASP institutions,conf/jurix/ThompsonPS16
core,JURIX,2024,bounded-deontics|fm-in-law,prior-art,high,516,0,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241251,Conflict Analysis for Timed Contract Automata,Shaun Azzopardi; Gordon J. Pace,Sound conflict-detection algorithm for real-time deontic timed contract automata,conf/jurix/AzzopardiP24
core,DEON,2014,bounded-deontics,prior-art,high,526,5,,For a Dynamic Semantics of Necessity Deontic Modals,Alessandra Marra,"Dynamic non-truth-functional semantics for necessity deontic modals, resolving classical deontic paradoxes.",conf/deon/Marra14
core,ICAIL,1995,intro,prior-art,med,527,28,https://dl.acm.org/doi/pdf/10.1145/222092.222130,A Constraint-Driven System for Contract Assembly,Aspassia Daskalopulu; Marek J. Sergot,Constraint-driven system modelling document structure for contract assembly,conf/icail/DaskalopuluS95
core,ICAIL,1995,intro|bounded-deontics,prior-art,med,528,25,https://dl.acm.org/doi/pdf/10.1145/222092.222260,New HELIC-II: A Software Tool for Legal Eeasoning,Katsumi Nitta; Masato Shibasaki; Tsuyoshi Sakata; Takahiro Yamaji; Wang Xianchang; Hiroshi Ohsaki; Satoshi Tojo; Iwao Kokubo; T. Anu Suzuki,HELIC-II: typed logic-programming legal reasoner with defeasible priority rules,conf/icail/NittaSSYXOTKS95
core,JURIX,2008,intro,prior-art,med,532,13,,Formal Aspects of Legislative Meta-Drafting,Carlo Biagioli; Davide Grossi,Description-Logic formalization of legislative meta-drafting metadata,conf/jurix/BiagioliG08
core,ICAIL,2001,bounded-deontics,prior-art,med,534,8,,Norms and time in agent-based systems,Tiberiu Stratulat; Françoise Clérin-Debart; Patrice Enjalbert,First-order model of normative agent systems with violation detection over time,conf/icail/StratulatCE01
core,ICAIL,1991,bounded-deontics,prior-art,low,536,37,,Norms and Formalization,Henning Herrestad,"Jones-Porn DL system distinguishing prima facie/actual, defeasible/indefeasible norms",conf/icail/Herrestad91
core,JURIX,2023,intro,prior-art,high,537,19,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230962,From Text to Structure: Using Large Language Models to Support the Development of Legal Expert Systems,Samyar Janatian; Hannes Westermann; Jinzhe Tan; Jaromír Savelka; Karim Benyekhlef,LLMs auto-extract structured legal-expert-system pathways from legislation,conf/jurix/JanatianWTSB23
core,DEON,2006,bounded-deontics,prior-art,med,538,10,,Conflicting Obligations in Multi-agent Deontic Logic,Barteld P. Kooi; Allard M. Tamminga,Extends Horty's multiagent deontic logic with utilities for group-obligation reasoning under conflict.,conf/deon/KooiT06
core,JURIX,2022,cnl|intro,prior-art,high,543,1,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA220482,The LegAi Editor: A Tool for the Construction of Legal Knowledge Bases,Tomer Libal,Wizard-guided annotation tool building formal KBs close to original legal text,conf/jurix/Libal22
core,JURIX,2023,intro,prior-art,high,544,1,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230994,Answer Set Programming for Legal Decision Support and Explanation,Daniele Theseider Dupré,"ASP-based legal decision support/explanation, alternative to ML prediction (ANGELIC)",conf/jurix/Dupre23
core,ICAIL,2011,bounded-deontics|intro,prior-art,med,547,5,,Modelling semantic profiles in legislative documents for enhanced norm accessibility,Tommaso Agnoloni; Enrico Francesconi,RDF/OWL modelling of Hohfeldian legal relations between legislative provisions,conf/icail/AgnoloniF11
core,ICAIL,1993,intro|cnl,prior-art,low,548,7,https://dl.acm.org/doi/pdf/10.1145/158976.158998,CHINATAX: Exploring Isomorphism with Chinese Law,Graham Brown,CHINATAX: explores isomorphism between formal system and Chinese law (title only),conf/icail/Brown93
core,DEON,2006,bounded-deontics,prior-art,high,550,36,https://dspace.library.uu.nl/handle/1874/19680,Counts-as: Classification or Constitution? An Answer Using Modal Logic,Davide Grossi; John-Jules Ch. Meyer; Frank Dignum,Modal-logic analysis distinguishing classificatory vs constitutive readings of counts-as; core institutional-fact theory.,conf/deon/GrossiMD06
core,DEON,2012,bounded-deontics,contrasts,high,552,15,,The Logic of Obligation as Weakest Permission - (Short Version),Olivier Roy; Albert J. J. Anglberger; Norbert Gratzl,Obligation reinterpreted as weakest permission; alternative foundational deontic semantics with game-theoretic application.,conf/deon/RoyAG12
core,JURIX,2009,bounded-deontics,prior-art,low,553,12,https://inria.hal.science/inria-00556080,Prescriptive and Descriptive Obligations in Dynamic Epistemic Deontic Logic,Guillaume Aucher; Guido Boella; Leendert W. N. van der Torre,Dynamic epistemic deontic logic distinguishing prescriptive/descriptive obligations.,conf/jurix/AucherBT09
core,DEON,2004,bounded-deontics,prior-art,med,559,5,,Conflicting Imperatives and Dyadic Deontic Logic,Jörg Hansen,Dyadic deontic logic semantics for handling conflicting imperatives and normative conflicts.,conf/deon/Hansen04
core,DEON,2006,bounded-deontics,prior-art,med,560,2,,Permissions and Uncontrollable Propositions in DSDL3: Non-monotonicity and Algorithms,Souhila Kaci; Leendert W. N. van der Torre,Non-monotonic algorithmic extensions of dyadic DSDL3 permissions with controllable/uncontrollable propositions.,conf/deon/KaciT06
core,DEON,2010,bounded-deontics|fm-in-law,prior-art,high,561,2,,Axioms for Obligation and Robustness with Temporal Logic,Tim French; John Christopher McCabe-Dansted; Mark Reynolds,Axiomatizes RoCTL* (obligation+temporal CTL*) expressing contrary-to-duty; temporal deontic logic for verification.,conf/deon/FrenchMR10
core,DEON,2008,fm-in-law|intro,prior-art,high,566,35,,Reasoning about Conditions and Exceptions to Laws in Regulatory Conformance Checking,Nikhil Dinesh; Aravind K. Joshi; Insup Lee; Oleg Sokolsky,Trace-checking framework for regulatory conformance handling conditions and exceptions to laws.,conf/deon/DineshJLS08
core,JURIX,2021,fm-in-law,prior-art,high,570,4,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA210331,Identification of Contradictions in Regulation,Michal Araszkiewicz; Enrico Francesconi; Tomasz Zurek,Semantic-Web model for detecting logical contradictions in regulation.,conf/jurix/AraszkiewiczFZ21
core,JURIX,2016,intro|bounded-deontics|determinacy-frontier,method-to-borrow,high,573,5,https://www.um.edu.mt/library/oar//handle/123456789/22368,Reasoning About Partial Contracts,Shaun Azzopardi; Albert Gatt; Gordon J. Pace,Action-based deontic logic formal contract model reasoning under partiality/incompleteness.,conf/jurix/AzzopardiGP16
core,DEON,2012,bounded-deontics,prior-art,med,593,4,,Discussion Paper: Changing Norms Is Changing Obligation Change,Jan M. Broersen; Dov M. Gabbay; Leendert W. N. van der Torre,Discussion paper on norm/obligation change as second-order dynamics; foundational norm-change theory.,conf/deon/BroersenGT12
core,ICAIL,2025,fm-in-law|bounded-deontics,prior-art,high,601,0,https://doi.org/10.1145/3769126.3769202,Logical Modalities within the European AI Act: An Analysis,Lara Lawniczak; Christoph Benzmüller,LogiKEy/Isabelle HOL shallow-embedding formalization of modalities in the EU AI Act.,conf/icail/LawniczakB25
core,JURIX,2021,bounded-deontics,prior-art,high,603,0,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA210340,Cause of Action and the Right to Know. A Formal Conceptual Analysis of the Texas Senate Bill 25 Case,Réka Markovich; Olivier Roy,Deontic/epistemic Hohfeldian formal analysis of a cause-of-action bill (claim-right/power).,conf/jurix/MarkovichR21
core,ICAIL,2021,intro|fm-in-law,prior-art,high,606,7,https://ink.library.smu.edu.sg/ccla/7,Constraint answer set programming as a tool to improve legislative drafting: a rules as code experiment,Jason Morris,Constraint answer-set programming rules-as-code experiment for legislative drafting.,conf/icail/Morris21
core,DEON,2006,bounded-deontics,prior-art,med,621,14,http://link.springer.com/chapter/10.1007/11786849_6,Delegation of Power in Normative Multiagent Systems,Guido Boella; Leendert W. N. van der Torre,Reconsiders counts-as relations and delegated institutional-fact recognition in normative multiagent systems.,conf/deon/BoellaT06a
core,DEON,2006,bounded-deontics,prior-art,high,622,43,,The Deontic Component of Action Language nC+,Marek J. Sergot; Robert Craven,Sergot's deontic component of action language C+ specifying permitted states/transitions.,conf/deon/SergotC06
core,DEON,2025,bounded-deontics,prior-art,low,624,,,Connecting Free-Choice Permission with Obligation and Prohibition by Not Doing It,Zilu Wang; Yanjing Wang,DEON 2025 paper on free-choice permission/obligation/prohibition logic.,conf/deon/Wang025
core,JURIX,2010,fm-in-law|bounded-deontics,prior-art,high,626,0,,Reasoning about Normative Systems,Wiebe van der Hoek,CTL-like transition-system model of normative systems with norm-compliance games.,conf/jurix/Hoek10
core,JURIX,2023,bounded-deontics,method-to-borrow,med,627,0,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230949,Assisted Normative Reasoning with Aristotelian Diagrams,Kathrin Hanauer; Tereza Novotná; Matteo Pascucci,"Aristotelian-diagram graph framework for traceable, algorithmic normative reasoning (GDPR case).",conf/jurix/HanauerNP23
core,JURIX,2024,determinacy-frontier,prior-art,high,628,0,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241229,Case Frames and Case-Based Arguments in Statutory Interpretation,Michal Araszkiewicz,Case Frame model + argument scheme specifically for statutory interpretation in civil law.,conf/jurix/Araszkiewicz24
core,JURIX,2025,intro,contrasts,high,629,0,https://doi.org/10.3233/faia251595,A Systematic Approach to Assess Languages Proposed for Rules as Code,Sofia Ali; Giovanni Sileno; Tom M. van Engers,"Framework for evaluating rules-as-code languages, applied to RegelSpraak; direct L4 comparator.",conf/jurix/AliSE25
core,JURIX,2025,bounded-deontics|fm-in-law,prior-art,high,630,0,https://doi.org/10.3233/faia251619,Normative Risk Assessment in the AI Act,Beatrice Ferrigno; Marco Billi; Yasaman Yousefi; Antonino Rotolo,Defeasible Deontic Logic framework (DLRisk) for rights balancing/collisions under the AI Act.,conf/jurix/FerrignoBYR25
core,ICAIL,2013,intro|fm-in-law,prior-art,high,633,19,https://purehost.bath.ac.uk/ws/files/17548286/icail_CRC_submitted.pdf,A model-based approach to the automatic revision of secondary legislation,Tingting Li; Tina Balke; Marina De Vos; Julian A. Padget; Ken Satoh,Formal model + ASP/ILP for detecting and revising legal conflicts in secondary legislation.,conf/icail/LiBVPS13
core,DEON,2014,bounded-deontics,prior-art,high,636,18,http://orbilu.uni.lu/handle/10993/24914,&quot;Sing and Dance!&quot; - Input/Output Logics without Weakening,Xavier Parent; Leendert W. N. van der Torre,Extends input/output logic (conditional-norm framework) to systems without weakening; core computational normative logic.,conf/deon/ParentT14
core,DEON,1996,bounded-deontics,prior-art,med,643,32,,How to Combine Ordering and Minimizing in a Deontic Logic Based on Preferences,Yao-Hua Tan; Leendert W. N. van der Torre,Dyadic deontic logic with preference ordering over worlds; technique underlying CTD-style reasoning.,conf/deon/TanT96
core,DEON,2004,bounded-deontics,prior-art,med,646,29,https://dspace.library.uu.nl/bitstream/handle/1874/19701/dignum_04_collective.pdf?sequence=1&isAllowed=y,Collective Obligations and Agents: Who Gets the Blame?,Davide Grossi; Frank Dignum; Lambèr M. M. Royakkers; John-Jules Ch. Meyer,Formal analysis of collective obligations and individual blame/responsibility assignment within groups.,conf/deon/GrossiDRM04
core,JURIX,2010,intro,example,med,654,4,https://napier-surface.worktribe.com/207914/1/Jurix2010Schafer.pdf,Interagency data exchange protocols as computational data protection law,William J. Buchanan; Lu Fan; Alistair Lawson; Burkhard Schafer; Russel Scott; Christoph Thuemmler; Omair Uthmani,Firewall-type system formally representing data-protection-law rules 'by design'.,conf/jurix/BuchananFLSSTU10
core,ICAIL,2023,intro,example,high,657,12,http://arxiv.org/pdf/2308.02032v1,JusticeBot: A Methodology for Building Augmented Intelligence Tools for Laypeople to Increase Access to Justice,Hannes Westermann; Karim Benyekhlef,JusticeBot: hybrid rule/case-based legal decision-support wizard for laypeople (landlord-tenant).,conf/icail/WestermannB23
core,DEON,2004,bounded-deontics,prior-art,med,660,7,,Obligation Change in Dependence Logic and Situation Calculus,Robert Demolombe; Andreas Herzig,"Frame problem for obligation change after actions, via dependence logic and situation calculus.",conf/deon/DemolombeH04
core,DEON,2010,bounded-deontics,prior-art,high,666,12,http://link.springer.com/chapter/10.1007/978-3-642-14183-6_4,Deontic Redundancy: A Fundamental Challenge for Deontic Logic,Leendert W. N. van der Torre,"Foundational treatment of deontic redundancy across permissions, dilemmas, temporal and contrary-to-duty reasoning.",conf/deon/Torre10
core,DEON,2010,bounded-deontics,prior-art,high,667,17,,Towards Metalogical Systematisation of Deontic Action Logics Based on Boolean Algebra,Robert Trypuz; Piotr Kulicki,Metalogical systematization of deontic action logics on Boolean algebra; action-indexed obligation framework.,conf/deon/TrypuzK10
core,DEON,1996,bounded-deontics,prior-art,high,671,7,,From the Fundamental Legal Conceptions of Hohfeld to Legal Relations: Refining the Enrichment of Solely Deontic Legal Relations,Layman E. Allen,Hohfeldian duty/privilege/right analysis refined via stit-like agency; core normative-positions theory.,conf/deon/Allen96
core,DEON,2006,bounded-deontics|fm-in-law,prior-art,med,675,10,,A Complete and Decidable Axiomatisation for Deontic Interpreted Systems,Alessio Lomuscio; Bozena Wozna,Complete decidable axiomatization for deontic interpreted systems combining CTL with obligation/knowledge modalities.,conf/deon/LomuscioW06
core,JURIX,2022,cnl,method-to-borrow,high,681,6,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA220453,A Multi-Step Approach in Translating Natural Language into Logical Formula,Ha-Thanh Nguyen; Wachara Fungwacharakorn; Fumihito Nishino; Ken Satoh,Deep-learning method translating natural language into logical formulas for legal reasoning support.,conf/jurix/NguyenFNS22
core,DEON,2008,bounded-deontics,prior-art,med,683,36,,A Logical Analysis of the Interaction between &apos;Obligation-to-do&apos; and &apos;Knowingly Doing&apos;,Jan M. Broersen,STIT-based logic of interaction between obligation-to-do and knowingly-doing.,conf/deon/Broersen08
core,DEON,2014,bounded-deontics,prior-art,high,693,15,,Combining Constitutive and Regulative Norms in Input/Output Logic,Xin Sun; Leendert W. N. van der Torre,Combines constitutive (counts-as) and regulative norms in input/output logic with full axiomatizations; core normative-systems framework.,conf/deon/SunT14
core,ICAIL,2001,bounded-deontics,prior-art,high,695,6,,An action-based ontology of legal relations,Guido Boella; Lyda Favali; Leonardo Lesmo,Action-based ontology defining obligation to describe Hohfeldian legal relations (A-Hohfeld language).,conf/icail/BoellaFL01
core,ICAIL,1991,determinacy-frontier,prior-art,high,700,25,https://dl.acm.org/doi/pdf/10.1145/112646.112663,Representing and Reasoning About Open-Textured Predicates,Kathryn E. Sanders,CHIRON system representing/reasoning about open-textured predicates in US tax planning; classic open-texture paper.,conf/icail/Sanders91
core,JURIX,2020,fm-in-law|intro,prior-art,high,702,2,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA200884,Reasoning About Applicable Law in Private International Law in Logic Programming,Ken Satoh; Matteo Baldoni; Laura Giordano,Implements modal-logic formalization of renvoi in private international law as a logic program.,conf/jurix/SatohB020
core,DEON,2010,bounded-deontics,contrasts,high,703,22,https://biblio.ugent.be/publication/1854791,Avoiding Deontic Explosion by Contextually Restricting Aggregation,Joke Meheus; Mathieu Beirlaen; Frederik Van De Putte,Adaptive logic restricting aggregation to avoid deontic explosion from conflicting obligations; directly on obligation conflicts.,conf/deon/MeheusBP10
core,DEON,2010,bounded-deontics,prior-art,high,706,4,http://orbilu.uni.lu/handle/10993/14547,Moral Particularism and Deontic Logic,Xavier Parent,Input/output-logic theory linking contrary-to-duty obligations and moral particularism/reason holism.,conf/deon/Parent10
core,DEON,2006,bounded-deontics,prior-art,high,708,20,,A State/Event Temporal Deontic Logic,Julien Brunel; Jean-Paul Bodeveix; Mamoun Filali,State/event temporal deontic logic with explicit deadline-obligation operator; contract-deadline relevant.,conf/deon/BrunelBF06
core,DEON,2004,fm-in-law|bounded-deontics,prior-art,high,713,18,,Automatic Verification of Deontic Properties of Multi-agent Systems,Franco Raimondi; Alessio Lomuscio,OBDD-based model-checking algorithm verifying deontic/epistemic properties of multiagent systems.,conf/deon/RaimondiL04
core,ICAIL,2025,intro|determinacy-frontier,prior-art,high,720,1,https://doi.org/10.1145/3769126.3769131,Applying a Fidelity Approach to Choices in Encoding Legislation,Nicholas Godfrey,Experiment applying fidelity-translation models to interpretive choices when encoding legislation.,conf/icail/Godfrey25
core,JURIX,2019,bounded-deontics,prior-art,high,721,1,http://hdl.handle.net/11245.1/45719d64-e5ac-4a7e-92fd-ebc73d7784fb,"Towards a Computational Theory of Action, Causation and Power for Normative Reasoning",Giovanni Sileno; Alexander Boer; Tom M. van Engers,"Logic-programming axiomatization transforming duties/rights into Hohfeldian powers/liabilities, causation.",conf/jurix/SilenoBE19
core,ICAIL,2003,fm-in-law,method-to-borrow,high,734,4,,Modelling Legal Reasoning in a Mathematical Environment through Model-Theoretic Semantics,Samuel M. Brasil Jr.; Berilhes Borges Garcia,Translates conditional-logic legal reasoning into weighted MAXSAT to compute defeasible entailments.,conf/icail/BrasilG03
core,JURIX,2018,fm-in-law,prior-art,high,735,4,https://doi.org/10.3233/978-1-61499-935-5-220,Checking the Validity of Rule-Based Arguments Grounded in Cases: A Computational Approach,Heng Zheng; Minghui Xiong; Bart Verheij,Prolog implementation of formal theory grounding rule-based argument validity in cases (tort/copyright).,conf/jurix/ZhengXV18
core,DEON,2014,bounded-deontics,prior-art,high,737,2,https://orbilu.uni.lu/handle/10993/26837,Toward a Linguistic Interpretation of Deontic Paradoxes - Beth-Reichenbach Semantics Approach for a New Analysis of the Miners Scenario,Dov M. Gabbay; Livio Robaldo; Xin Sun; Leendert W. N. van der Torre; Zohreh Baniasadi,"Beth-Reichenbach semantics analyzing deontic paradoxes via miners scenario, a classic contrary-to-duty dilemma.",conf/deon/GabbayRSTB14
core,DEON,2006,bounded-deontics,prior-art,high,741,12,,Intermediate Concepts in Normative Systems,Lars Lindahl; Jan Odelstad,Lindahl-Odelstad 'joining system' linking legal grounds to consequences (e.g. ownership); core legal-concept theory.,conf/deon/LindahlO06
core,ICAIL,2021,fm-in-law|intro,prior-art,high,747,5,,Interactive system for arranging issues based on PROLEG in civil litigation,Ken Satoh; Kazuko Takahashi; Tatsuki Kawasaki,Interactive PROLEG-based system arranging disputed issues in Japanese civil litigation; logic-programming legal reasoning.,conf/icail/SatohTK21
core,DEON,1996,bounded-deontics,prior-art,high,757,8,,Defeasible Reasoning with Legal Rules,Lambèr M. M. Royakkers; Frank Dignum,Defeasible deontic reasoning with priority hierarchy resolving conflicts directly in legal rules.,conf/deon/RoyakkersD96
core,DEON,2012,bounded-deontics,contrasts,high,759,1,,Sanction Semantics and Contrary-to-Duty Obligations,Louwe B. Kuijer,Shows sanction semantics cannot faithfully represent contrary-to-duty obligations; key negative CTD result.,conf/deon/Kuijer12
core,DEON,2012,bounded-deontics,prior-art,high,760,8,,A Deontic Action Logic with Sequential Composition of Actions,Piotr Kulicki; Robert Trypuz,Deontic action logic with sequential composition of actions; action-structured obligation formalism.,conf/deon/KulickiT12
core,ICAIL,1989,intro,prior-art,med,766,20,,ASSYST - Computer Support for Guideline Sentencing,Eric Simon; Gerry Gaes,ASSYST formalizes US federal sentencing guideline determinate-sentencing logic into rigorous programming logic.,conf/icail/SimonG89
core,DEON,2004,bounded-deontics,prior-art,med,779,6,,On Normative-Informational Positions,Andrew J. I. Jones,Extends formal theory of normative positions to information-supply regulation contexts.,conf/deon/Jones04
